word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank
wtf,8980,4.22,1.7761,606.0,,,
waar,8981,4.21,1.2876,,,,2561.0
beat,8982,4.2,1.9795,690.0,3420.0,1125.0,377.0
blah,8983,4.2,1.6288,2038.0,,,3506.0
darn,8984,4.2,1.5119,2922.0,,,
default,8985,4.2,1.4708,4581.0,,,
dnt,8986,4.2,1.3401,880.0,,,
expenditure,8987,4.2,1.5908,,3444.0,,
exposed,8988,4.2,1.4428,,2365.0,4836.0,
grrr,8989,4.2,1.4708,3963.0,,,
legislators,8990,4.2,1.8844,,,3606.0,
levy,8991,4.2,1.3851,,,3175.0,
lone,8992,4.2,1.5649,,,,4809.0
mccain,8993,4.2,1.7843,2001.0,,,
periods,8994,4.2,1.6537,,2092.0,1848.0,
politically,8995,4.2,1.3702,,,3739.0,
pow,8996,4.2,1.3553,,,,
prosecutors,8997,4.2,1.5908,,,1698.0,
screw,8998,4.2,1.8516,2967.0,,,3224.0
uh,8999,4.2,1.3851,1798.0,,,301.0
verdict,9000,4.2,1.6537,,,4631.0,
weird,9001,4.2,1.3553,684.0,,,3597.0
whips,9002,4.2,1.906,,,,4299.0
underlying,9003,4.19,1.3128,,3055.0,,
objection,9004,4.18,1.4673,,4490.0,,
arsenal,9005,4.18,1.8371,4489.0,,,
boss,9006,4.18,1.5868,1475.0,,4172.0,1582.0
capture,9007,4.18,1.6986,,3849.0,4826.0,4873.0
chemical,9008,4.18,1.3952,,1553.0,1997.0,4584.0
dis,9009,4.18,1.3506,1019.0,,,1652.0
ex,9010,4.18,1.3045,2016.0,2663.0,,4784.0
exam,9011,4.18,1.5609,2182.0,,,
explode,9012,4.18,1.9763,,,,2618.0
forces,9013,4.18,1.5868,4712.0,735.0,1058.0,3701.0
grr,9014,4.18,1.6374,4488.0,,,
porn,9015,4.18,2.4302,1801.0,,,
prey,9016,4.18,1.9968,,,,3485.0
reduce,9017,4.18,1.2567,4588.0,1873.0,1506.0,
smells,9018,4.18,1.5868,1931.0,,,4163.0
unpublished,9019,4.18,1.3045,,,,
warcraft,9020,4.18,1.7106,3595.0,,,
implications,9021,4.17,1.2392,,2806.0,,
uptight,9022,4.17,1.9278,,,,4706.0
acute,9023,4.16,1.7719,,2147.0,,
blades,9024,4.16,1.6751,,,,4980.0
astray,9025,4.16,1.4337,,,,3226.0
bash,9026,4.16,1.9416,4595.0,,,
chop,9027,4.16,1.4479,,,,2498.0
clinic,9028,4.16,1.6458,,,2150.0,
froze,9029,4.16,1.4194,,,,4750.0
gambling,9030,4.16,1.9935,,,4817.0,
heat,9031,4.16,1.8223,1762.0,998.0,2186.0,727.0
nowhere,9032,4.16,1.2675,3675.0,,,726.0
palin,9033,4.16,2.151,1866.0,,,
sigh,9034,4.16,1.8223,1253.0,,,2202.0
stranger,9035,4.16,0.9553,4728.0,4422.0,,1175.0
strangers,9036,4.16,1.7538,,,,2012.0
sucking,9037,4.16,1.7304,,,,4017.0
sweat,9038,4.16,1.3903,4138.0,,,1106.0
vice,9039,4.16,1.6946,,2445.0,322.0,
crowd,9040,4.14,1.5388,2498.0,2932.0,2138.0,864.0
demand,9041,4.14,1.4144,3142.0,994.0,1546.0,3593.0
drag,9042,4.14,1.4287,3529.0,,,1484.0
fuck,9043,4.14,2.5794,322.0,,,185.0
havent,9044,4.14,1.3554,1925.0,,,
minimum,9045,4.14,1.2779,,1969.0,2015.0,
pee,9046,4.14,1.5254,3569.0,,,
pirates,9047,4.14,2.119,4443.0,,,
pushing,9048,4.14,1.325,4045.0,,4016.0,2047.0
shark,9049,4.14,1.9167,3835.0,,,
ripped,9050,4.13,1.805,,,,2959.0
strict,9051,4.13,1.7646,,3906.0,,
decrease,9052,4.12,1.5523,,2840.0,,
drain,9053,4.12,1.282,,,,3186.0
messing,9054,4.12,1.6283,,,,4296.0
renal,9055,4.12,1.3171,,3691.0,,
5am,9056,4.12,1.9021,,,,
aren't,9057,4.12,1.2879,,,,
attorney,9058,4.12,1.3037,,3901.0,901.0,
bother,9059,4.12,1.6243,3404.0,,,1795.0
fuss,9060,4.12,1.7802,,,,3479.0
hittin,9061,4.12,1.686,,,,3163.0
negro,9062,4.12,1.6616,,2743.0,,
nonsense,9063,4.12,1.599,3862.0,,,
nope,9064,4.12,1.3797,1886.0,,,
political,9065,4.12,1.5205,2407.0,219.0,258.0,
reductions,9066,4.12,1.698,,,,
rush,9067,4.12,1.3649,2161.0,,3636.0,1310.0
shallow,9068,4.12,1.5732,,,,3438.0
taxpayers,9069,4.12,1.5205,,,4408.0,
twisted,9070,4.12,1.6738,,,,1594.0
blunts,9071,4.11,1.2551,,,,3905.0
abyss,9072,4.1,1.7108,,,,4995.0
lesser,9073,4.1,1.2949,,4506.0,,
liability,9074,4.1,1.6863,,4101.0,,
murda,9075,4.1,1.6863,,,,3869.0
conviction,9076,4.1,1.9404,,3469.0,3577.0,
cost,9077,4.1,1.4033,1636.0,573.0,632.0,1729.0
demanded,9078,4.1,1.5682,,3044.0,4974.0,
enforcement,9079,4.1,1.4178,,,2357.0,
erase,9080,4.1,1.4743,,,,2281.0
freaking,9081,4.1,1.8434,1567.0,,,
hard,9082,4.1,1.3887,169.0,629.0,622.0,181.0
heavy,9083,4.1,1.4178,1513.0,1138.0,1970.0,1038.0
hunting,9084,4.1,2.0127,3490.0,3890.0,,4562.0
laundry,9085,4.1,1.6568,1923.0,,,
less,9086,4.1,1.2495,587.0,180.0,366.0,892.0
numb,9087,4.1,1.632,,,,2206.0
pills,9088,4.1,1.6067,4401.0,,,2598.0
pushed,9089,4.1,1.4743,,3606.0,3597.0,2337.0
rid,9090,4.1,1.4178,2454.0,,,2886.0
sacrifice,9091,4.1,2.1309,,2863.0,,1825.0
takeover,9092,4.1,1.632,,,3571.0,
wack,9093,4.1,1.1112,3762.0,,,2313.0
ego,9094,4.08,1.5524,,4892.0,,3274.0
rumors,9095,4.08,1.9455,,,,4514.0
servant,9096,4.08,1.3668,,3190.0,,
weary,9097,4.08,1.6181,,,,2213.0
conservatives,9098,4.08,1.9984,,,4995.0,
crumble,9099,4.08,1.7243,,,,3722.0
cutting,9100,4.08,1.3974,3137.0,3053.0,2811.0,3473.0
fallin,9101,4.08,1.6517,,,,3130.0
freeze,9102,4.08,1.8609,4438.0,,,2161.0
hung,9103,4.08,1.6268,4030.0,3572.0,,1860.0
knife,9104,4.08,1.3974,3182.0,4782.0,,1344.0
plea,9105,4.08,1.2262,,,4652.0,4211.0
stopping,9106,4.08,1.3974,4826.0,,,3233.0
surrender,9107,4.08,1.6762,,4565.0,,1546.0
temper,9108,4.08,1.7939,,4998.0,,
wont,9109,4.08,1.0467,1127.0,,,1008.0
cardiac,9110,4.06,1.7249,,4163.0,,
fading,9111,4.06,1.265,,,,1547.0
blinding,9112,4.06,1.671,,,,4487.0
concerns,9113,4.06,1.5572,,2345.0,1708.0,
flushing,9114,4.06,1.4902,,,3170.0,
haiti,9115,4.06,2.2077,775.0,,4838.0,
kurupt,9116,4.06,1.5308,,,,4913.0
mondays,9117,4.06,1.7775,4531.0,,4518.0,
prosecutor,9118,4.06,1.6587,,,2649.0,
sour,9119,4.06,1.5039,2955.0,,,3974.0
test,9120,4.06,1.4057,788.0,615.0,1141.0,1204.0
toll,9121,4.06,1.0956,4335.0,,4854.0,3321.0
unfollow,9122,4.06,1.0577,3498.0,,,
collide,9123,4.04,1.713,,,,3619.0
fade,9124,4.04,1.3064,,,,560.0
needles,9125,4.04,1.9891,,,,4774.0
chemicals,9126,4.04,1.6777,,,4539.0,
colder,9127,4.04,1.9583,,,,2962.0
concern,9128,4.04,1.6157,,1458.0,1079.0,4228.0
discharge,9129,4.04,1.7838,,3000.0,,
dominated,9130,4.04,1.5248,,4329.0,4911.0,
fall,9131,4.04,1.9687,389.0,790.0,791.0,200.0
hollow,9132,4.04,1.4422,,,,1886.0
hospice,9133,4.04,1.8401,,,3321.0,
hunter,9134,4.04,1.7608,,,2996.0,4374.0
imposed,9135,4.04,1.1773,,3080.0,3878.0,
reduction,9136,4.04,1.293,,1813.0,2753.0,
shootin,9137,4.04,2.1942,,,,4792.0
spittin,9138,4.04,2.0098,,,,4143.0
unknown,9139,4.04,1.5113,3737.0,1952.0,4738.0,1890.0
unlike,9140,4.04,1.4136,,2501.0,2951.0,
welt,9141,4.04,1.6283,,,,3152.0
worm,9142,4.04,1.6655,,,,4768.0
rust,9143,4.02,1.6307,,,,4022.0
distant,9144,4.02,1.5342,,2582.0,,1899.0
affair,9145,4.02,1.8349,,3686.0,3896.0,2655.0
aint,9146,4.02,1.4356,550.0,,,533.0
block,9147,4.02,1.4213,1694.0,2020.0,1696.0,707.0
consequences,9148,4.02,1.3169,,1903.0,4173.0,
dropping,9149,4.02,1.0971,3798.0,,,3982.0
ending,9150,4.02,1.4213,2021.0,4083.0,2183.0,1586.0
goodbyes,9151,4.02,1.9005,,,,4702.0
hasn't,9152,4.02,1.1865,,,,
imprecisely,9153,4.02,1.505,,,2989.0,
incident,9154,4.02,1.3923,,3017.0,2272.0,
investigation,9155,4.02,1.4776,,2131.0,882.0,
off,9156,4.02,1.3013,91.0,216.0,200.0,134.0
strife,9157,4.02,1.8349,,,,4594.0
strikes,9158,4.02,1.3626,,,4453.0,3200.0
weren't,9159,4.02,1.1516,,,,
ain't,9160,4.0,1.2778,,,,
alleged,9161,4.0,1.7496,,4557.0,,
arafat,9162,4.0,1.5518,,,4433.0,
bum,9163,4.0,1.7261,4276.0,,,2607.0
ceased,9164,4.0,1.4428,,4075.0,,
cracks,9165,4.0,1.3553,,,,3084.0
creeping,9166,4.0,1.4577,,,,3365.0
defensive,9167,4.0,1.5253,,,2211.0,
didn't,9168,4.0,1.2936,,,,
didnt,9169,4.0,1.2454,762.0,,,2898.0
downs,9170,4.0,1.7143,,,,4334.0
force,9171,4.0,1.6903,1751.0,404.0,586.0,1302.0
least,9172,4.0,1.069,435.0,313.0,404.0,1073.0
limits,9173,4.0,1.1952,,1859.0,2557.0,
racial,9174,4.0,1.7261,,3272.0,2895.0,
ridiculous,9175,4.0,1.7957,2273.0,,,
rip,9176,4.0,1.5518,1520.0,,,1288.0
roughly,9177,4.0,1.2122,,4661.0,4025.0,
twit,9178,4.0,1.7613,2892.0,,,
zombies,9179,4.0,2.3733,4708.0,,,
accidentally,9180,3.98,1.237,4580.0,,,
avoided,9181,3.98,1.5185,,3874.0,,
bite,9182,3.98,1.7201,2625.0,,,1318.0
breaking,9183,3.98,1.4913,1279.0,3334.0,3580.0,851.0
demands,9184,3.98,1.3169,,1864.0,3130.0,
diagnosis,9185,3.98,1.8897,,2200.0,,
fled,9186,3.98,1.1692,,,4623.0,
hardly,9187,3.98,1.2534,3583.0,1423.0,3057.0,1865.0
humidity,9188,3.98,1.6962,1928.0,,,
isnt,9189,3.98,1.2696,1911.0,,,
old,9190,3.98,1.7553,212.0,152.0,279.0,188.0
punks,9191,3.98,1.9742,,,,3839.0
terminal,9192,3.98,2.0353,,3878.0,4355.0,
ruins,9193,3.98,1.7617,,,,4822.0
cracked,9194,3.98,1.9295,,,,3403.0
slam,9195,3.98,1.6351,,,,2716.0
argh,9196,3.96,1.428,3185.0,,,
bang,9197,3.96,1.4841,2086.0,,,793.0
bye,9198,3.96,1.4978,1233.0,,,885.0
closing,9199,3.96,1.0872,2661.0,4275.0,1799.0,2292.0
dagger,9200,3.96,1.3242,,,4460.0,
expense,9201,3.96,1.2447,,2672.0,3198.0,
fists,9202,3.96,1.6532,,,,4101.0
iraqi,9203,3.96,1.3991,,,2113.0,
loose,9204,3.96,1.6532,2766.0,3423.0,,930.0
minus,9205,3.96,1.4978,4636.0,,,
slugs,9206,3.96,1.6408,,,,3517.0
strike,9207,3.96,1.3547,3697.0,2521.0,1641.0,1912.0
tough,9208,3.96,1.4136,1515.0,,1801.0,1176.0
trial,9209,3.96,1.6898,2591.0,1559.0,832.0,4278.0
unclear,9210,3.96,1.428,,,4018.0,
killa,9211,3.96,1.9045,,,,2130.0
skull,9212,3.96,1.6325,,,,3645.0
charges,9213,3.94,1.5308,4033.0,2765.0,590.0,
darker,9214,3.94,1.8996,,,,4023.0
erroneously,9215,3.94,1.5174,,,4952.0,
mess,9216,3.94,1.5703,1482.0,,,893.0
pakistan,9217,3.94,1.1502,4106.0,4845.0,3427.0,
reluctant,9218,3.94,1.3763,,,,
slumdog,9219,3.94,1.7775,4240.0,,,
strapped,9220,3.94,1.544,,,,2722.0
dizzy,9221,3.94,1.7249,,,,3346.0
executed,9222,3.94,2.2023,,3895.0,,
honky,9223,3.94,2.0567,,,,4056.0
homework,9224,3.92,1.8165,1168.0,,,
nixon,9225,3.92,1.7361,,,4250.0,
omitted,9226,3.92,1.2095,,,1802.0,
stained,9227,3.92,1.8277,,,,3958.0
ughh,9228,3.92,1.3068,4089.0,,,
jaded,9229,3.92,1.6563,,,,4818.0
dusty,9230,3.92,1.699,,,,3742.0
absent,9231,3.9,1.2657,,3580.0,,
alarm,9232,3.9,1.6568,2113.0,,,3414.0
artificial,9233,3.9,1.5682,,3395.0,,
defendant,9234,3.9,1.632,,3841.0,4563.0,
dim,9235,3.9,1.3439,,,,3052.0
doesnt,9236,3.9,1.3887,1457.0,,,
impose,9237,3.9,1.1294,,,4406.0,
iraq,9238,3.9,1.6568,3856.0,,858.0,
issues,9239,3.9,1.374,1512.0,888.0,560.0,
killas,9240,3.9,1.8434,,,,4851.0
misses,9241,3.9,1.374,4901.0,,,
neediest,9242,3.9,1.5682,,,4309.0,
nothing,9243,3.9,1.2817,352.0,288.0,714.0,140.0
opponent,9244,3.9,1.5419,,,4039.0,
quit,9245,3.9,1.4604,1918.0,,,1177.0
slipping,9246,3.9,1.4463,,,,2311.0
stop,9247,3.9,1.3439,286.0,1369.0,971.0,166.0
bald,9248,3.9,1.9284,,,,4739.0
begged,9249,3.9,1.6739,,,,4820.0
dropped,9250,3.88,1.0029,2054.0,2928.0,1608.0,1928.0
drunk,9251,3.88,2.2464,1006.0,,,1140.0
mortgage,9252,3.88,1.9445,3740.0,,2837.0,
nooo,9253,3.88,1.3797,4530.0,,,
shout,9254,3.88,1.3797,1781.0,,,912.0
artillery,9255,3.88,1.5361,,4811.0,,
goddamn,9256,3.88,2.1759,,,,3213.0
rags,9257,3.88,1.5361,,,,4574.0
restless,9258,3.88,1.7033,,,,2101.0
uncertain,9259,3.88,1.1481,,4295.0,,
fiends,9260,3.88,1.9199,,,,3781.0
ass,9261,3.86,1.8627,283.0,,,311.0
farewell,9262,3.86,2.1286,,,,3185.0
fuckin,9263,3.86,2.7405,1077.0,,,688.0
hang,9264,3.86,1.325,1241.0,,,678.0
not,9265,3.86,1.2938,30.0,22.0,24.0,51.0
sanctions,9266,3.86,1.7844,,,3113.0,
stopped,9267,3.86,1.2291,1674.0,1922.0,1931.0,1415.0
subjected,9268,3.86,1.3999,,4480.0,,
tremble,9269,3.86,1.7263,,,,4130.0
voodoo,9270,3.86,2.0405,,,,3469.0
wouldnt,9271,3.86,1.1068,2888.0,,,
slipped,9272,3.86,1.5811,,,,2672.0
mold,9273,3.85,1.7982,,,,4421.0
shiver,9274,3.85,1.4874,,,,3559.0
allegations,9275,3.84,1.4479,,,3641.0,
armed,9276,3.84,1.8556,,2495.0,2559.0,4974.0
ended,9277,3.84,1.4479,1978.0,2529.0,748.0,2688.0
excuses,9278,3.84,1.5167,,,,3776.0
gripe,9279,3.84,1.8666,3028.0,,,
lawyer,9280,3.84,1.4194,,4340.0,581.0,
messed,9281,3.84,1.3149,3410.0,,,2812.0
none,9282,3.84,1.4896,1952.0,983.0,1567.0,963.0
offline,9283,3.84,1.0759,4560.0,,,
pleaded,9284,3.84,1.3756,,,3127.0,
rent,9285,3.84,1.4758,2253.0,3445.0,2867.0,2451.0
shouldn't,9286,3.84,0.8172,,,,
snatch,9287,3.84,1.6333,,,,3723.0
ghosts,9288,3.84,1.9827,,,,3008.0
hatin,9289,3.84,1.5458,,,,4142.0
fragile,9290,3.83,1.3262,,,,3317.0
baddest,9291,3.82,2.0172,,,,4985.0
blood,9292,3.82,1.7922,1081.0,474.0,1827.0,368.0
creep,9293,3.82,1.6123,,,,1923.0
dark,9294,3.82,1.4097,578.0,982.0,2335.0,378.0
darkness,9295,3.82,1.8702,,2861.0,,663.0
eliminate,9296,3.82,1.746,,,3593.0,
forgetting,9297,3.82,1.4097,,,,4203.0
gang,9298,3.82,2.1824,3440.0,,,1720.0
hanging,9299,3.82,1.7225,1404.0,4766.0,,1037.0
hardest,9300,3.82,1.6249,4282.0,,,2534.0
haven't,9301,3.82,1.2567,,,,
junk,9302,3.82,1.3354,3484.0,,,3912.0
loans,9303,3.82,1.2728,4831.0,3793.0,2000.0,
oppose,9304,3.82,1.4384,,,4381.0,
slip,9305,3.82,1.2887,4758.0,,,1031.0
sos,9306,3.82,1.7343,,,,4691.0
thirst,9307,3.82,1.7225,,,,3786.0
erased,9308,3.82,1.5093,,,,4728.0
vain,9309,3.82,1.7874,,3566.0,,1599.0
fades,9310,3.81,1.0762,,,,1917.0
aggressive,9311,3.8,1.5779,,4819.0,3474.0,
costs,9312,3.8,1.4428,3155.0,1112.0,688.0,
critics,9313,3.8,1.6782,,3378.0,1972.0,
fire,9314,3.8,1.5779,441.0,676.0,837.0,273.0
fist,9315,3.8,1.2454,,,,1964.0
interment,9316,3.8,1.8295,,,989.0,
ow,9317,3.8,1.3702,4689.0,,,2782.0
pale,9318,3.8,1.088,,3511.0,,2188.0
protesters,9319,3.8,1.6903,,,,
witch,9320,3.8,2.0898,,,,3430.0
chronic,9321,3.79,1.9236,,2508.0,,3870.0
thirsty,9322,3.79,1.458,,,,4306.0
thorns,9323,3.79,1.6753,,,,4646.0
sink,9324,3.79,1.6008,,,,1927.0
battles,9325,3.78,2.003,,,,4637.0
bugs,9326,3.78,1.5158,4163.0,,,
court,9327,3.78,1.799,1678.0,365.0,223.0,2425.0
ends,9328,3.78,1.4886,1484.0,1850.0,2291.0,992.0
exams,9329,3.78,1.6573,4080.0,,,
predeceased,9330,3.78,1.6199,,,2930.0,
risks,9331,3.78,1.7646,,4207.0,3243.0,
rusty,9332,3.78,1.4609,,,,4694.0
slow,9333,3.78,1.1119,557.0,1912.0,2304.0,480.0
wouldn't,9334,3.78,1.148,,,,
bothered,9335,3.78,1.5311,,,,4853.0
unnecessary,9336,3.78,1.5581,,4778.0,,
nothings,9337,3.76,1.7677,,,,4888.0
resigned,9338,3.76,1.5851,,,2700.0,
symptoms,9339,3.76,1.3933,,1692.0,,
yell,9340,3.76,1.7209,,,,3210.0
gutter,9341,3.76,1.7143,,,,3729.0
hangs,9342,3.76,1.6774,,,,4105.0
void,9343,3.76,1.422,,,,3270.0
bailout,9344,3.74,1.6759,4396.0,,,
boo,9345,3.74,1.7591,1195.0,,,1606.0
critic's,9346,3.74,1.4682,,,,
denying,9347,3.74,1.4682,,,,4938.0
last,9348,3.74,1.2586,113.0,202.0,53.0,187.0
noise,9349,3.74,1.3063,2947.0,2502.0,4813.0,1427.0
obsession,9350,3.74,1.1214,3908.0,,,3874.0
reckless,9351,3.74,1.9146,,,,4712.0
shove,9352,3.74,1.7357,,,,2834.0
stomp,9353,3.74,1.4682,,,,3150.0
wait,9354,3.74,1.209,237.0,2079.0,2027.0,268.0
sucka,9355,3.74,1.7704,,,,4409.0
pimp,9356,3.73,2.1581,,,,1437.0
stranded,9357,3.73,1.8905,,,,3740.0
tearing,9358,3.73,1.3811,,,,2323.0
strain,9359,3.73,1.8071,,2886.0,,3625.0
crack,9360,3.72,1.4434,2191.0,,4688.0,865.0
fewer,9361,3.72,1.1256,,4063.0,2788.0,
gross,9362,3.72,1.4852,2750.0,3172.0,3012.0,
kick,9363,3.72,1.5524,721.0,,,697.0
oops,9364,3.72,1.4852,2610.0,,,
operation,9365,3.72,1.6041,,840.0,1732.0,
removed,9366,3.72,1.3856,4970.0,1394.0,2654.0,
withdrawal,9367,3.72,1.841,,,4521.0,
crowded,9368,3.71,2.0514,,,,3230.0
lacking,9369,3.71,1.633,,4770.0,,
revenge,9370,3.71,2.3363,,,,2766.0
foolish,9371,3.7,1.6929,,,,2053.0
con,9372,3.7,1.1473,795.0,3613.0,,478.0
crooked,9373,3.7,1.6067,,,,2952.0
demanding,9374,3.7,1.6194,,,4689.0,
dirt,9375,3.7,1.5286,3101.0,,,1255.0
don't,9376,3.7,1.0926,,,,
dont,9377,3.7,1.0738,202.0,,,399.0
goodbye,9378,3.7,1.8323,2307.0,,,426.0
locked,9379,3.7,1.2657,3004.0,,,1078.0
remove,9380,3.7,1.1995,3761.0,2348.0,2659.0,
sentenced,9381,3.7,1.6568,,,3077.0,
wasnt,9382,3.7,1.0546,2192.0,,,
won't,9383,3.7,1.1112,,,,
abnormal,9384,3.69,1.6734,,4570.0,,
hustler,9385,3.69,1.7644,,,,3859.0
controversy,9386,3.68,1.7431,,3863.0,4508.0,
disagree,9387,3.68,1.2526,,,,4651.0
fees,9388,3.68,1.5043,,,2329.0,
hitting,9389,3.68,1.7431,2352.0,,4241.0,4305.0
kicking,9390,3.68,1.6218,3219.0,,,3019.0
mean,9391,3.68,1.9213,359.0,518.0,1308.0,309.0
missed,9392,3.68,1.2362,673.0,,589.0,1370.0
rival,9393,3.68,1.5043,,,3498.0,
sucker,9394,3.68,1.9529,,,,2509.0
waiting,9395,3.68,1.2362,396.0,1920.0,1775.0,282.0
wrath,9396,3.68,1.9737,,,,3713.0
plead,9397,3.67,1.4052,,,,4156.0
closed,9398,3.66,1.5986,1552.0,1461.0,701.0,1416.0
deadline,9399,3.66,1.1537,4935.0,,3628.0,
down,9400,3.66,1.5598,153.0,144.0,198.0,40.0
low,9401,3.66,1.1178,913.0,421.0,1199.0,503.0
messy,9402,3.66,1.1886,3753.0,,,
outdated,9403,3.66,1.1713,,,4377.0,
patients,9404,3.66,1.4086,,533.0,1269.0,
pressure,9405,3.66,1.5467,1334.0,581.0,1255.0,1605.0
snitch,9406,3.66,1.6489,,,,4981.0
sorry,9407,3.66,1.7567,345.0,3346.0,4920.0,547.0
stuck,9408,3.66,1.1178,915.0,,,822.0
anti,9409,3.65,1.5214,,1580.0,,
complications,9410,3.65,1.8206,,4935.0,,
disappear,9411,3.65,1.6273,,,,1569.0
snakes,9412,3.65,2.0872,,,,4420.0
lesions,9413,3.65,1.8961,,3603.0,,
bill,9414,3.64,1.77,882.0,1084.0,327.0,1730.0
blocked,9415,3.64,1.4535,3900.0,,4818.0,
bore,9416,3.64,1.5877,,3975.0,,3340.0
cuts,9417,3.64,1.3962,3052.0,,1472.0,2172.0
darkest,9418,3.64,2.1166,,,,2027.0
delete,9419,3.64,1.4813,3397.0,,,
ghost,9420,3.64,2.0777,2838.0,,,1346.0
miss,9421,3.64,1.6258,309.0,1212.0,458.0,398.0
nobody,9422,3.64,1.2415,1366.0,3419.0,2716.0,360.0
nothin,9423,3.64,1.6507,2572.0,,,1219.0
shocked,9424,3.64,1.3211,4046.0,,,
swine,9425,3.64,1.8379,2365.0,,,
uncertainty,9426,3.64,1.0451,,4229.0,,
fooled,9427,3.63,1.7992,,,,2928.0
awkward,9428,3.62,1.3981,3051.0,,,
baghdad,9429,3.62,1.9048,,,4067.0,
begging,9430,3.62,1.9472,,,,2212.0
brat,9431,3.62,1.7484,,,,4217.0
doesn't,9432,3.62,1.1045,,,,
haunt,9433,3.62,1.6399,,,,3058.0
hussein,9434,3.62,1.8724,,,3548.0,
incompletely,9435,3.62,1.6769,,,3848.0,
limitations,9436,3.62,1.3536,,3333.0,,
risk,9437,3.62,1.6399,2269.0,947.0,1298.0,2844.0
tore,9438,3.62,1.6523,,,,2950.0
bacteria,9439,3.61,1.9771,,4195.0,,
crude,9440,3.6,1.4428,,,3897.0,
dust,9441,3.6,1.1606,4277.0,3162.0,,948.0
falls,9442,3.6,1.8952,2309.0,2551.0,2162.0,1079.0
flies,9443,3.6,1.6782,4675.0,,,1863.0
indicted,9444,3.6,1.8626,,,4461.0,
madness,9445,3.6,1.8183,3901.0,,,1812.0
mistaken,9446,3.6,1.4286,,,,4414.0
shattered,9447,3.6,1.6903,,,,2389.0
suspects,9448,3.6,1.1952,,,3929.0,
acid,9449,3.59,1.5535,,865.0,,3948.0
pistol,9450,3.59,1.8953,,,,2299.0
decreased,9451,3.58,1.3966,,3934.0,,
absence,9452,3.58,1.0708,,1464.0,3918.0,
couldnt,9453,3.58,1.1265,3237.0,,,4861.0
excluded,9454,3.58,1.5398,,4452.0,,
gossip,9455,3.58,1.9282,1433.0,,,
leaving,9456,3.58,1.2792,980.0,1422.0,1528.0,674.0
punch,9457,3.58,1.7967,2669.0,,,2813.0
shotgun,9458,3.58,1.8745,,,,3048.0
sirens,9459,3.58,1.4995,,,,4393.0
restricted,9460,3.57,1.5143,,3427.0,,
darkened,9461,3.57,1.599,,,,4222.0
slut,9462,3.57,2.63,,,,4071.0
servants,9463,3.56,1.6999,,3007.0,,
afghanistan,9464,3.56,1.7861,4993.0,,3152.0,
confrontation,9465,3.56,1.6922,,,4087.0,
confusing,9466,3.56,0.9723,4800.0,,,4865.0
denial,9467,3.56,1.6433,,,,4371.0
empty,9468,3.56,1.6308,2067.0,2549.0,3643.0,627.0
fucked,9469,3.56,2.7117,1840.0,,,904.0
gloom,9470,3.56,2.1205,,,,4553.0
misidentified,9471,3.56,1.402,,,631.0,
mob,9472,3.56,1.8644,,,,3347.0
offense,9473,3.56,1.5274,,,4255.0,
piss,9474,3.56,1.728,3232.0,,,2615.0
protest,9475,3.56,1.4591,4807.0,3917.0,2790.0,
runaway,9476,3.56,1.6801,,,,3034.0
shut,9477,3.56,1.0333,1123.0,3491.0,3069.0,745.0
sorely,9478,3.56,1.2803,,,3300.0,
dire,9479,3.55,1.9902,,,,3700.0
stains,9480,3.55,1.4728,,,,3978.0
taxation,9481,3.55,1.8491,,4501.0,,
flee,9482,3.54,1.0907,,,,4262.0
haunted,9483,3.54,1.6368,,,,3341.0
bug,9484,3.54,1.3734,2875.0,,,3520.0
caught,9485,3.54,1.7867,1266.0,2094.0,2235.0,530.0
chained,9486,3.54,1.9505,,,,4457.0
crushed,9487,3.54,1.6686,,,,3693.0
despise,9488,3.54,2.0325,,,,4497.0
dispute,9489,3.54,1.7286,,3666.0,1935.0,
expensive,9490,3.54,1.7637,2477.0,3638.0,2331.0,4989.0
forsaken,9491,3.54,1.94,,,,4903.0
hospitals,9492,3.54,1.5677,,4543.0,2151.0,
owe,9493,3.54,1.5147,4141.0,,,2163.0
poor's,9494,3.54,1.4172,,,,
rough,9495,3.54,1.4458,1741.0,3157.0,,1317.0
shock,9496,3.54,1.6189,3618.0,3155.0,,1986.0
slug,9497,3.54,1.3734,,,,3749.0
without,9498,3.54,1.1104,404.0,130.0,294.0,195.0
drunken,9499,3.53,2.0011,,,,4657.0
missin,9500,3.53,1.4157,,,,4615.0
separation,9501,3.53,1.8155,,2552.0,,
spite,9502,3.53,1.8269,,2214.0,,3162.0
addicted,9503,3.52,2.1019,1319.0,,,2741.0
apart,9504,3.52,1.3438,2210.0,1719.0,3284.0,520.0
fallen,9505,3.52,1.4177,4023.0,2853.0,3831.0,1191.0
suspected,9506,3.52,1.1648,,4399.0,4032.0,
suspicion,9507,3.52,1.5016,,4653.0,,
teardrops,9508,3.52,1.729,,,,3639.0
tomb,9509,3.52,2.0428,,,,4611.0
ugh,9510,3.52,1.5016,559.0,,,4761.0
warned,9511,3.52,1.313,,,2687.0,4274.0
untrue,9512,3.51,1.309,,,,3856.0
casket,9513,3.5,2.102,,,,4381.0
dope,9514,3.5,1.7053,2646.0,,,1039.0
foe,9515,3.5,1.7053,,,,3976.0
hospital,9516,3.5,1.6194,803.0,1357.0,415.0,4555.0
